Species,Genus,Family,Life Form,HimLL,HimUL,APLL,APUL,BHLL,BHUL,NPLL,NPUL,UKLL,UKUL,HPLL,HPUL,JKLL,JKUL 
Ligularia_japonica,Ligularia,Asteraceae,H,3000,4000,3000,4000,,,,,,,,,,
Ligularia_kingiana,Ligularia,Asteraceae,H,3350,4570,3350,4570,3350,4570,,,,,,,,
Ligularia_latiligulata,Ligularia,Asteraceae,H,3050,4550,3050,4550,3050,4550,3050,4550,,,,,,
Ligularia_mortoni,Ligularia,Asteraceae,H,2000,4000,2000,4000,2000,4000,,,,,,,,
Ligularia_retusa,Ligularia,Asteraceae,H,3950,4880,3950,4880,3950,4880,3950,4880,,,,,,
Ligularia_rumicifolia,Ligularia,Asteraceae,H,3300,3300,,,,,3300,3300,,,,,,
Ligularia_sagitta,Ligularia,Asteraceae,H,3950,3950,,,3950,3950,,,,,,,,
Ligularia_thomsonii,Ligularia,Asteraceae,H,3000,3000,,,,,3000,3000,,,NA,NA,,
Ligularia_virgaurea,Ligularia,Asteraceae,H,3000,4500,,,3650,4500,3000,3000,,,,,,
Ligusticum_acuminatum,Ligusticum,Apiaceae,H,2500,3400,,,2500,3400,,,,,,,,
Ligusticum_elatum,Ligusticum,Apiaceae,H,1500,3300,,,3100,3300,3100,3300,1500,3000,1500,3000,1500,3200
Ligusticum_marginatum,Ligusticum,Apiaceae,H,,,,,,,,,NA,NA,NA,NA,,
Ligusticum_nepalense,Ligusticum,Apiaceae,H,,,,,,,NA,NA,,,,,,
Ligusticum_striatum,Ligusticum,Apiaceae,H,1500,2100,1500,2000,,,1500,2100,1550,2000,,,,
Ligustrum_compactum,Ligustrum,Oleaceae,T,100,3000,100,2000,2200,2800,2000,2300,1524,3000,2000,3000,,
Ligustrum_confusum,Ligustrum,Oleaceae,T,800,3050,1000,2500,800,3050,800,2900,800,2900,,,,
Ligustrum_gamblei,Ligustrum,Oleaceae,T,100,,100,300,,,,,300,400,,,,
Ligustrum_myrsinites,Ligustrum,Oleaceae,T,,,NA,NA,,,,,,,,,,
Ligustrum_nepalense,Ligustrum,Oleaceae,S,100,2700,100,2000,,,1200,2700,914,2439,,,,
Ligustrum_robustum,Ligustrum,Oleaceae,T,100,2743,100,1500,100,1600,,,1981,2743,,,,
Lilium_bakerianum,Lilium,Liliaceae,H,,,,,,,NA,NA,,,,,,
Lilium_nanum,Lilium,Liliaceae,H,3350,4880,3600,3900,3350,4880,3700,4600,3800,3800,3800,3800,,
Lilium_nepalense,Lilium,Liliaceae,H,2130,5100,,,2130,2900,2300,5100,2300,5100,2300,5100,,
Lilium_polyphyllum,Lilium,Liliaceae,H,1800,3000,,,,,,,2000,2500,2000,3000,1800,2700
Lilium_sherriffiae,Lilium,Liliaceae,H,2740,3800,,,2740,3680,3800,3800,,,,,,
Lilium_wallichianum,Lilium,Liliaceae,H,100,2440,1000,2000,1100,2440,1100,2000,2000,2000,,,,
Limacia_oblonga,Limacia,Menispermaceae,WC,1000,1300,1000,1300,,,,,,,,,,
Limnophila_aromatica,Limnophila,Plantaginaceae,H,100,1980,,,600,1980,,,,,,,,
Limnophila_chinensis,Limnophila,Plantaginaceae,H,100,1400,100,1000,1000,1000,1300,1400,,,,,,
Limnophila_connata,Limnophila,Plantaginaceae,H,100,2000,1500,2000,,,1500,1500,300,1500,400,1500,400,1500
Limnophila_heterophylla,Limnophila,Plantaginaceae,H,100,100,,,,,100,300,,,,,,
Limnophila_indica,Limnophila,Plantaginaceae,H,100,2300,100,500,100,500,100,2300,300,2000,400,2000,400,2000
Limnophila_micrantha,Limnophila,Plantaginaceae,H,150,150,,,150,150,,,,,,,,
Limnophila_polyantha,Limnophila,Plantaginaceae,H,500,500,,,500,500,,,,,,,,
Limnophila_repens,Limnophila,Plantaginaceae,H,100,1500,1000,1500,100,500,100,200,300,200,,,,
Limnophila_rugosa,Limnophila,Plantaginaceae,H,100,2000,,,100,1000,900,900,2000,2000,2000,2000,,
Limnophila_sessiliflora,Limnophila,Plantaginaceae,H,100,1900,100,1500,100,1900,100,600,,,,,,
Limonia_acidissima,Limonia,Rutaceae,T,100,1000,100,1000,,,,,300,914,,,,
Linaria_incana,Linaria,Plantaginaceae,H,100,2000,,,800,950,100,2000,,,NA,NA,NA,NA
Linaria_ovata,Linaria,Plantaginaceae,H,100,1100,,,,,1100,1100,,,,,,
Lindelofia_longiflora,Lindelofia,Boraginaceae,H,2800,4600,,,,,3300,4600,3500,3500,2800,4500,2800,3400
Lindelofia_macrostyla,Lindelofia,Boraginaceae,H,3500,3500,,,,,,,3500,3500,3500,3500,,
Lindelofia_stylosa,Lindelofia,Boraginaceae,H,3000,4000,,,,,,,3500,4000,3000,4000,,
Lindenbergia_grandiflora,Lindenbergia,Orobanchaceae,H,100,2400,,,100,2300,700,2400,300,1600,400,1600,400,1600
Lindenbergia_griffithii,Lindenbergia,Orobanchaceae,S,1220,2500,1600,2500,1220,1350,,,,,,,,
Lindenbergia_hookeri,Lindenbergia,Orobanchaceae,H,500,1800,500,1500,650,1800,,,,,,,,
Lindenbergia_indica,Lindenbergia,Orobanchaceae,H,100,4000,1800,4000,100,2600,100,2600,300,2000,400,2000,400,2500
Lindenbergia_macrostachya,Lindenbergia,Orobanchaceae,H,100,2000,,,,,,,300,1600,400,2000,400,2000
Lindenbergia_muraria,Lindenbergia,Orobanchaceae,H,100,2550,,,100,2550,100,2550,,,,,,
Lindenbergia_philippensis,Lindenbergia,Orobanchaceae,H,100,1800,,,,,900,1800,900,1800,,,,
Lindenbergia_ruderalis,Lindenbergia,Orobanchaceae,H,,,,,,,,,,,NA,NA,,
Lindenbergia_titensis,Lindenbergia,Orobanchaceae,H,100,400,,,100,300,,,,,,,,
Lindera_assamica,Lindera,Lauraceae,T,250,2400,,,250,2400,250,2300,,,,,,
Lindera_botanica,Lindera,Lauraceae,T,1800,2150,,,1800,2150,2000,2000,,,,,,
Lindera_hamiltonii,Lindera,Lauraceae,T,1500,2000,,,1600,2000,,,,,,,,
Lindera_latifolia,Lindera,Lauraceae,T,1400,2300,,,1400,2300,,,,,,,,
Lindera_meisneri,Lindera,Lauraceae,T,,,NA,NA,,,,,,,,,,
Lindera_melastomacea,Lindera,Lauraceae,T,2300,2300,2300,2300,2300,2300,2300,2300,,,,,,
Lindera_nacusua,Lindera,Lauraceae,T,100,2200,,,2000,2200,1300,1800,914,1524,,,,
Lindera_neesiana,Lindera,Lauraceae,T,1500,2700,1500,2500,1950,2500,1800,2700,,,,,,
Lindera_pulcherrima,Lindera,Lauraceae,T,100,4000,100,3700,100,3700,1400,2700,1829,4000,,,,
Lindernia_anagallis,Lindernia,Linderniaceae,H,100,1800,100,1000,100,1600,100,1400,300,1200,1500,1800,1500,1800
Lindernia_antipoda,Lindernia,Linderniaceae,H,100,2300,100,1000,1250,1250,100,2300,300,1200,,,,
Lindernia_ciliata,Lindernia,Linderniaceae,H,100,1500,100,1000,100,1300,700,1500,300,1500,400,1500,400,1250
Lindernia_crustacea,Lindernia,Linderniaceae,H,100,1800,100,1000,100,900,100,1800,300,1200,400,1500,400,1500
Lindernia_dubia,Lindernia,Linderniaceae,H,1700,1900,,,,,,,,,,,1700,1900
Lindernia_hookeri,Lindernia,Linderniaceae,H,100,1700,,,100,1000,700,1700,700,1700,,,,
Lindernia_micrantha,Lindernia,Linderniaceae,H,100,1100,,,,,100,1100,300,1100,,,,
Lindernia_mollis,Lindernia,Linderniaceae,H,400,1220,400,1200,915,1220,,,,,,,,
Lindernia_nummulariifolia,Lindernia,Linderniaceae,H,100,2900,100,1200,600,2135,900,2900,300,1900,400,1500,400,1500
Lindernia_oppositifolia,Lindernia,Linderniaceae,H,100,1400,,,,,100,1400,,,,,,
Lindernia_parviflora,Lindernia,Linderniaceae,H,100,1800,,,NA,NA,100,1800,300,1000,400,1000,400,1000
Lindernia_procumbens,Lindernia,Linderniaceae,H,100,2400,,,100,1250,100,2400,300,1000,,,400,1000
Lindernia_pusilla,Lindernia,Linderniaceae,H,100,1500,,,NA,NA,100,1500,,,,,,
Lindernia_ruellioides,Lindernia,Linderniaceae,H,100,2135,100,2135,100,2135,100,1500,300,1500,,,,
Lindernia_viscosa,Lindernia,Linderniaceae,H,100,1300,100,1000,100,1300,100,900,300,1000,,,,
Linum_corymbulosum,Linum,Linaceae,S,400,800,,,,,,,,,,,400,800
Linum_mysorense,Linum,Linaceae,H,100,1500,,,,,,,NA,NA,400,1500,,
Liparis_assamica,Liparis,Orchidaceae,E,100,2100,100,1000,800,2100,,,,,,,,
Liparis_barbata,Liparis,Orchidaceae,H,100,1000,100,1000,,,,,,,,,,
Liparis_bistriata,Liparis,Orchidaceae,E,800,1800,1200,1500,800,1800,,,,,,,,
Liparis_bootanensis,Liparis,Orchidaceae,E,1200,2300,1200,1500,1300,2300,1300,2300,,,,,,
Liparis_cathcartii,Liparis,Orchidaceae,H,1600,3000,1600,2500,2000,3000,2500,2500,,,,,,
Liparis_cespitosa,Liparis,Orchidaceae,E,1500,2500,1500,2500,1800,2200,,,NA,NA,,,,
Liparis_chungthangensis,Liparis,Orchidaceae,H,1600,2000,,,1600,2000,,,,,,,,
Liparis_cordifolia,Liparis,Orchidaceae,H,500,2200,500,1000,550,2200,1400,1500,1400,1500,,,,
Liparis_deflexa,Liparis,Orchidaceae,H,600,1500,,,600,1500,,,NA,NA,,,,
Liparis_delicatula,Liparis,Orchidaceae,E,1500,2000,1500,1800,1700,2000,,,,,,,,
Liparis_distans,Liparis,Orchidaceae,E,500,1000,500,1000,,,,,,,,,,
Liparis_dongchenii,Liparis,Orchidaceae,H,600,1000,,,600,1000,,,,,,,,
Liparis_duthiei,Liparis,Orchidaceae,H,609,1000,,,609,1000,,,,,,,,
Liparis_elliptica,Liparis,Orchidaceae,E,100,1200,1000,1200,,,,,,,,,,
Liparis_gamblei,Liparis,Orchidaceae,H,1000,2400,1000,1000,1600,2400,,,,,,,,
Liparis_glossula,Liparis,Orchidaceae,H,1800,4300,,,3000,3500,1800,4300,2000,2500,2000,2500,,
Liparis_luteola,Liparis,Orchidaceae,H,1000,1500,1000,1500,,,,,,,,,,
Liparis_lydiae,Liparis,Orchidaceae,H,900,1200,,,900,1200,,,,,,,,
Liparis_mannii,Liparis,Orchidaceae,H,100,1000,100,1000,100,300,,,,,,,,
Liparis_nervosa,Liparis,Orchidaceae,E,100,2800,1000,1500,900,2300,1800,2800,1350,1350,1350,1350,,
Liparis_odorata,Liparis,Orchidaceae,H,100,2500,100,500,800,1900,,,NA,NA,1800,2500,,
Liparis_olivacea,Liparis,Orchidaceae,H,,,,,,,NA,NA,,,,,,
Liparis_perpusilla,Liparis,Orchidaceae,E,1800,3970,1800,3970,1800,3970,2500,2900,,,,,,
Liparis_petiolata,Liparis,Orchidaceae,H,1800,2830,1800,2830,1800,2830,1800,2830,,,,,,
Liparis_plantaginea,Liparis,Orchidaceae,E,200,2400,200,1000,304,2400,,,,,,,,
Liparis_platyrachis,Liparis,Orchidaceae,H,1000,1800,,,1000,1800,1400,1500,1400,1500,,,,
Liparis_pygmaea,Liparis,Orchidaceae,H,3200,3900,3800,3900,3800,3900,3200,3500,,,,,,
Liparis_resupinata,Liparis,Orchidaceae,E,100,2600,1500,2000,1200,2100,1500,2600,1500,2600,,,,
Liparis_rostrata,Liparis,Orchidaceae,E,1500,3900,,,,,2900,2900,2200,3900,1500,2000,,
Liparis_somae,Liparis,Orchidaceae,H,800,2350,800,2350,800,2350,,,,,,,,
Liparis_stricklandiana,Liparis,Orchidaceae,E,1350,2000,1500,1800,1350,2000,,,,,,,,
Liparis_tigerhillensis,Liparis,Orchidaceae,H,2500,2500,,,2500,2500,,,,,,,,
Liparis_viridiflora,Liparis,Orchidaceae,E,100,2500,600,1500,800,2100,700,2500,700,2500,,,,
Lipocarpha_chinensis,Lipocarpha,Cyperaceae,H,100,2130,100,1600,100,2130,100,2100,300,1500,400,1500,,
Lipocarpha_gracilis,Lipocarpha,Cyperaceae,H,100,,,,,,100,300,300,400,,,,
Lipocarpha_squarrosa,Lipocarpha,Cyperaceae,H,100,1800,,,100,470,100,200,300,1800,400,1800,400,1800
Lipschitziella_ceratocarpa,Lipschitziella,Asteraceae,H,,,,,,,,,NA,NA,NA,NA,NA,NA
Liriope_graminifolia,Liriope,Asparagaceae,H,,,,,,,,,,,NA,NA,,
Lithocarpus_acuminatus,Lithocarpus,Fagaceae,T,100,2300,,,1600,2300,,,,,,,,
Lithocarpus_arcaulus,Lithocarpus,Fagaceae,T,,,,,,,NA,NA,,,,,,
Lithocarpus_dealbatus,Lithocarpus,Fagaceae,T,100,2000,100,2000,1350,1650,,,,,,,,
Lithocarpus_elegans,Lithocarpus,Fagaceae,T,100,2200,100,2000,100,2200,1400,2000,,,,,,
Lithocarpus_fenestratus,Lithocarpus,Fagaceae,T,100,2000,100,2000,100,1800,1750,1750,,,,,,
Lithocarpus_kamengii,Lithocarpus,Fagaceae,T,,,NA,NA,,,,,,,,,,
Lithocarpus_listeri,Lithocarpus,Fagaceae,T,100,2000,100,2000,2000,2000,2000,2000,,,,,,
Lithocarpus_pachyphyllus,Lithocarpus,Fagaceae,T,100,2800,100,2500,800,2500,2100,2800,,,,,,
Lithocarpus_wrayi,Lithocarpus,Fagaceae,T,100,1500,100,1500,,,,,,,,,,
Lithocarpus_xylocarpus,Lithocarpus,Fagaceae,T,100,2000,100,2000,,,,,,,,,,
Lithospermum_officinale,Lithospermum,Boraginaceae,H,1700,3000,,,2000,2500,2700,3000,2700,3000,2700,3000,1700,2400
Litsea_albescens,Litsea,Lauraceae,T,1200,2100,,,1200,2100,,,,,,,,
Litsea_chartacea,Litsea,Lauraceae,T,1500,1800,1500,1800,1500,1800,1500,1800,,,,,,
Litsea_cubeba,Litsea,Lauraceae,T,100,2700,100,2500,100,2700,1000,2700,,,,,,
Litsea_elongata,Litsea,Lauraceae,T,100,4000,100,2600,100,2600,2000,2600,1371,4000,1371,4000,,
Litsea_glabrata,Litsea,Lauraceae,T,750,750,,,,,750,750,,,,,,
Litsea_glutinosa,Litsea,Lauraceae,T,100,1700,900,1700,900,1700,100,900,300,900,400,1200,,
Litsea_hookeri,Litsea,Lauraceae,T,400,900,400,900,400,900,,,,,,,,
Litsea_khasyana,Litsea,Lauraceae,T,450,900,600,900,600,900,450,750,,,,,,
Litsea_kingii,Litsea,Lauraceae,T,1000,3200,1000,3200,1000,3200,2740,2740,,,,,,
Litsea_kurzii,Litsea,Lauraceae,T,100,1700,100,1700,100,1700,,,,,,,,
Litsea_laeta,Litsea,Lauraceae,T,100,1000,100,1000,100,700,,,,,,,,
Litsea_lancifolia,Litsea,Lauraceae,T,100,2000,1000,1500,100,2000,100,2000,,,,,,
Litsea_lanuginosa,Litsea,Lauraceae,T,100,1829,,,NA,NA,NA,NA,609,1829,,,,
Litsea_membranifolia,Litsea,Lauraceae,T,,,NA,NA,,,,,,,,,,
Litsea_mishmiensis,Litsea,Lauraceae,T,,,NA,NA,,,,,,,,,,
Litsea_monopetala,Litsea,Lauraceae,T,100,1800,100,1500,100,1500,100,1500,300,1800,400,1300,,
Litsea_nervosa,Litsea,Lauraceae,T,,,,,NA,NA,,,,,,,,
Litsea_nitida,Litsea,Lauraceae,T,,,NA,NA,NA,NA,,,,,,,,
Litsea_oblonga,Litsea,Lauraceae,T,1300,2700,1500,2000,1500,2000,1300,2700,,,,,,
Litsea_panamanja,Litsea,Lauraceae,T,100,1500,1000,1500,100,670,,,,,,,,
Litsea_rangoonensis,Litsea,Lauraceae,T,,,NA,NA,,,,,,,,,,
Litsea_robusta,Litsea,Lauraceae,T,,,NA,NA,,,,,,,,,,
Litsea_salicifolia,Litsea,Lauraceae,T,100,1200,100,1000,100,1200,100,750,,,,,,
Litsea_semecarpifolia,Litsea,Lauraceae,T,1000,1500,1000,1500,,,,,,,,,,
Litsea_sericea,Litsea,Lauraceae,T,100,3400,1500,2000,100,3400,2500,3000,,,,,,
Litsea_sikkimensis,Litsea,Lauraceae,T,3300,3700,,,3350,3700,,,,,,,,
Litsea_thomsonii,Litsea,Lauraceae,T,,,NA,NA,,,,,,,,,,
Littledalea_tibetica,Littledalea,Poaceae,H,2900,4100,,,,,2900,4100,,,,,,
Litwinowia_tenuissima,Litwinowia,Brassicaceae,H,,,,,,,,,,,NA,NA,,
Livistona_jenkinsiana,Livistona,Arecaceae,T,900,1000,910,1000,910,1000,,,,,,,,
Lloydia_longiscapa,Lloydia,Liliaceae,H,400,5000,,,3660,4270,4000,5000,4200,4200,400,4500,,
Lloydia_tibetica,Lloydia,Liliaceae,H,3500,4000,NA,NA,NA,NA,3500,3800,3500,4000,,,,
Lloydia_yunnanensis,Lloydia,Liliaceae,H,3050,4420,,,3050,4420,4200,4200,,,,,,
Lobelia_alsinoides,Lobelia,Campanulaceae,H,100,1200,NA,NA,NA,NA,100,1000,300,1200,,,,
Lobelia_davidii,Lobelia,Campanulaceae,H,3640,3640,3640,3640,3640,3640,3640,3640,,,,,,
Lobelia_erectiuscula,Lobelia,Campanulaceae,H,2286,4267,2286,4267,2286,4267,2286,4267,,,,,,
Lobelia_heyneana,Lobelia,Campanulaceae,H,100,2500,914,1524,914,1524,1200,2500,300,1829,400,1200,,
Lobelia_montana,Lobelia,Campanulaceae,H,300,3700,300,3000,1000,3700,1000,3700,,,,,,
Lobelia_nicotianifolia,Lobelia,Campanulaceae,H,100,3200,100,3000,100,3000,100,3200,300,3000,400,3000,,
Lobelia_nubigena,Lobelia,Campanulaceae,H,3962,4112,,,3962,4112,,,,,,,,
Lobelia_nummularia,Lobelia,Campanulaceae,H,100,2400,600,2100,610,2400,1000,2400,,,,,,
Lobelia_terminalis,Lobelia,Campanulaceae,H,100,150,100,300,100,300,,,,,,,,
Lobelia_zeylanica,Lobelia,Campanulaceae,H,100,2000,1500,2000,1500,2000,100,600,,,,,,
Lolium_persicum,Lolium,Poaceae,H,,,,,,,,,NA,NA,,,,
Lolium_remotum,Lolium,Poaceae,H,,,,,,,,,NA,NA,NA,NA,,
Lolium_rigidum,Lolium,Poaceae,H,,,,,,,,,NA,NA,,,,
Lomatogonium_brachyantherum,Lomatogonium,Gentianaceae,H,3800,4300,,,3800,4300,3800,4300,,,,,,
Lomatogonium_caeruleum,Lomatogonium,Gentianaceae,H,3500,4500,,,,,4500,4500,3500,4000,,,,
Lomatogonium_carinthiacum,Lomatogonium,Gentianaceae,H,2500,5000,,,,,3500,5000,2500,4500,2500,4500,2900,4200
Lomatogonium_chumbicum,Lomatogonium,Gentianaceae,H,3290,4420,,,3290,4420,3900,3900,,,,,,
Lomatogonium_gamosepalum,Lomatogonium,Gentianaceae,H,3800,3800,,,,,3800,3800,,,,,,
Lomatogonium_graciliflorum,Lomatogonium,Gentianaceae,H,3000,4500,,,,,3000,4500,3000,4500,,,,
Lomatogonium_himalayense,Lomatogonium,Gentianaceae,H,3500,4420,,,3962,4420,3500,4400,,,,,,
Lomatogonium_micranthum,Lomatogonium,Gentianaceae,H,2900,2900,,,,,2900,2900,,,,,,
Lomatogonium_sikkimense,Lomatogonium,Gentianaceae,H,3000,5000,,,3658,4572,3000,5000,,,,,,
Lomatogonium_stapfii,Lomatogonium,Gentianaceae,H,4115,4600,4115,4600,4115,4600,,,,,,,,
Lomelosia_speciosa,Lomelosia,Caprifoliaceae,H,2300,3500,,,,,,,2400,3500,2400,3500,2300,3500
Lonicera_acuminata,Lonicera,Caprifoliaceae,WC,1800,3700,2000,2500,1800,3700,2100,3200,,,,,,
Lonicera_angustifolia,Lonicera,Caprifoliaceae,S,1800,4500,2500,3000,2200,3960,2600,4500,1800,3500,2000,3500,2000,3500
Lonicera_asperifolia,Lonicera,Caprifoliaceae,S,2500,4500,,,2700,3900,,,2500,4500,3000,4000,,
Lonicera_caucasica,Lonicera,Caprifoliaceae,S,,,,,NA,NA,NA,NA,NA,NA,,,,
Lonicera_cyanocarpa,Lonicera,Caprifoliaceae,S,3600,4700,,,4300,4700,3600,4200,,,,,,
Lonicera_discolor,Lonicera,Caprifoliaceae,S,1800,3500,,,NA,NA,NA,NA,2500,3500,,,1800,2300
Lonicera_glabrata,Lonicera,Caprifoliaceae,WC,1700,2400,1700,2400,1700,2400,1900,2300,,,,,,
Lonicera_govaniana,Lonicera,Caprifoliaceae,S,,,,,,,,,,,NA,NA,,
Lonicera_hildebrandiana,Lonicera,Caprifoliaceae,WC,,,NA,NA,,,,,,,,,,
Lonicera_hispida,Lonicera,Caprifoliaceae,S,3048,4500,,,NA,NA,4100,4100,3048,4500,,,500,3048
Lonicera_hypoleuca,Lonicera,Caprifoliaceae,S,2743,4200,,,,,2900,4200,2743,3500,2743,3500,,
Lonicera_lanceolata,Lonicera,Caprifoliaceae,S,2400,3800,,,2400,3800,2700,3800,,,,,,
Lonicera_litangensis,Lonicera,Caprifoliaceae,S,3900,4500,,,3900,4500,4200,4300,,,,,,
Lonicera_macrantha,Lonicera,Caprifoliaceae,WC,1200,2500,1500,2000,1200,2500,1500,2100,,,,,,
Lonicera_microphylla,Lonicera,Caprifoliaceae,S,3658,4000,,,,,,,3658,4000,,,,
Lonicera_obovata,Lonicera,Caprifoliaceae,S,2800,4600,,,3000,4600,3500,4400,2800,4500,3000,3500,3500,3500
Lonicera_orientalis,Lonicera,Caprifoliaceae,H,2439,3506,,,,,,,2439,3506,3000,3500,3000,3500
Lonicera_parviflora,Lonicera,Caprifoliaceae,S,3049,3660,,,,,,,3049,3660,,,,
Lonicera_porphyrantha,Lonicera,Caprifoliaceae,S,3040,4260,,,3040,4260,,,,,,,,
Lonicera_purpurascens,Lonicera,Caprifoliaceae,S,2800,4500,,,3350,3350,3300,3600,2800,4500,2800,4500,3200,3200
Lonicera_quinquelocularis,Lonicera,Caprifoliaceae,S,800,3500,,,2100,2600,1500,2700,800,3500,2000,2600,1500,3000
Lonicera_rupicola,Lonicera,Caprifoliaceae,S,365,4900,,,3800,4900,3800,4600,365,4500,3200,4000,,
Lonicera_semenovii,Lonicera,Caprifoliaceae,S,3658,4500,,,,,,,3658,4500,3658,4500,,
Lonicera_sinensis,Lonicera,Caprifoliaceae,S,1676,1676,,,,,,,1676,1676,,,,
Lonicera_spinosa,Lonicera,Caprifoliaceae,S,2950,5000,,,4000,5000,3600,4600,2950,4500,2950,4500,3300,3300
Lonicera_tangutica,Lonicera,Caprifoliaceae,S,3400,4100,,,3400,4100,3400,4100,,,,,,
Lonicera_tatarica,Lonicera,Caprifoliaceae,S,1400,2200,,,1400,2200,,,,,,,,
Lonicera_tomentella,Lonicera,Caprifoliaceae,S,2400,4100,,,3200,4100,2400,3600,,,,,,
Lonicera_vaccinioides,Lonicera,Caprifoliaceae,S,,,,,,,,,,,NA,NA,,
Lonicera_webbiana,Lonicera,Caprifoliaceae,S,2200,4500,,,2450,3840,2600,4300,2200,4500,2800,3500,3000,3000
Lophatherum_gracile,Lophatherum,Poaceae,H,100,150,,,100,300,,,,,,,,
Lophopetalum_wightianum,Lophopetalum,Celastraceae,T,100,1500,100,1500,100,900,100,300,,,,,,
Loranthus_collettii,Loranthus,Loranthaceae,S,,,NA,NA,,,,,,,,,,
Loranthus_cordifolius,Loranthus,Loranthaceae,S,100,1524,NA,NA,,,NA,NA,300,1524,400,2000,400,1524
Loranthus_farinosus,Loranthus,Loranthaceae,S,,,NA,NA,NA,NA,NA,NA,,,,,,
Loranthus_gracilifolius,Loranthus,Loranthaceae,S,100,1500,800,1500,600,600,,,,,,,,
Loranthus_intermedius,Loranthus,Loranthaceae,S,100,1500,600,1500,,,,,,,,,,
Loranthus_longiflorus,Loranthus,Loranthaceae,S,100,914,,,,,,,300,914,,,,
Loranthus_odoratus,Loranthus,Loranthaceae,S,100,2500,2000,2500,2000,2500,1600,2400,1402,1402,,,,
Loranthus_pulverulentus,Loranthus,Loranthaceae,S,100,1676,NA,NA,,,,,300,1676,,,,
Lotus_tenuis,Lotus,Fabaceae,H,100,800,NA,NA,NA,NA,NA,NA,300,1100,,,400,800
Loxostigma_griffithii,Loxostigma,Gesneriaceae,H,100,2600,1000,1800,600,2600,1600,2000,,,,,,
Luculia_grandifolia,Luculia,Rubiaceae,S,800,2300,800,1200,1500,2300,,,,,,,,
Luculia_gratissima,Luculia,Rubiaceae,S,1000,2200,1500,2000,1000,2200,1000,2100,,,,,,
Luculia_pinceana,Luculia,Rubiaceae,S,600,3000,1100,1800,600,3000,600,3000,,,,,,
Ludwigia_adscendens,Ludwigia,Onagraceae,H,100,1600,100,200,100,1600,100,600,300,600,,,400,800
Ludwigia_hyssopifolia,Ludwigia,Onagraceae,H,100,500,100,500,100,410,100,500,,,,,,
Ludwigia_octovalvis,Ludwigia,Onagraceae,H,100,1500,100,900,100,1500,100,900,300,900,400,1000,,
Ludwigia_prostrata,Ludwigia,Onagraceae,H,100,800,100,700,100,800,100,800,300,800,,,,
Luffa_acutangula,Luffa,Cucurbitaceae,HC,100,1000,100,350,100,350,,,300,1000,400,1000,400,1000
Luffa_echinata,Luffa,Cucurbitaceae,HC,100,300,,,100,300,,,300,400,400,400,,
Luffa_graveolens,Luffa,Cucurbitaceae,HC,100,600,,,100,600,100,600,,,,,,
Luisia_brachystachys,Luisia,Orchidaceae,H,100,2000,100,1000,1000,2000,1000,2000,1200,1500,,,,
Luisia_filiformis,Luisia,Orchidaceae,H,100,1100,100,1000,100,1100,,,,,,,,
Luisia_psyche,Luisia,Orchidaceae,E,500,1000,500,1000,,,,,,,,,,
Luisia_trichorrhiza,Luisia,Orchidaceae,E,100,1500,100,1000,800,1330,800,1330,1200,1500,,,,
Luisia_tristis,Luisia,Orchidaceae,H,100,1500,100,1000,100,1000,900,900,1200,1500,,,,
Luzula_effusa,Luzula,Juncaceae,H,100,3400,100,1300,2250,3400,2900,3400,,,,,,
Luzula_multiflora,Luzula,Juncaceae,H,2000,4570,,,2000,4570,3200,4000,3000,4000,,,,
Luzula_oligantha,Luzula,Juncaceae,H,1900,4000,3050,3660,3050,3660,1900,4000,,,,,,
Luzula_plumosa,Luzula,Juncaceae,H,100,3500,100,1900,1500,3500,2400,3400,2400,3400,,,,
Luzula_spicata,Luzula,Juncaceae,H,3500,4500,,,,,,,3500,4500,3500,4500,,
Lychnis_stewartii,Lychnis,Caryophyllaceae,H,,,,,,,,,,,NA,NA,,
Lycianthes_biflora,Lycianthes,Solanaceae,S,1800,2500,1800,2500,1800,2500,1800,2500,,,,,,
Lycianthes_crassipetala,Lycianthes,Solanaceae,S,900,1830,,,900,1830,,,,,,,,
Lycianthes_lysimachioides,Lycianthes,Solanaceae,S,100,2440,,,900,2440,2400,2400,2400,2400,,,,
Lycianthes_macrodon,Lycianthes,Solanaceae,S,1220,2440,,,1220,2440,1220,2440,,,,,,
Lycium_armatum,Lycium,Solanaceae,S,1400,1400,,,1400,1400,,,,,,,,
Lycopus_europaeus,Lycopus,Lamiaceae,H,400,2000,,,,,,,,,NA,NA,400,2000
Lyonia_ovalifolia,Lyonia,Ericaceae,T,600,3506,1500,2000,1300,3500,1300,3300,609,3506,1500,3000,,
Lyonia_villosa,Lyonia,Ericaceae,T,2100,4000,3000,3900,2100,4000,2700,3800,2700,3800,,,,
Lysimachia_alternifolia,Lysimachia,Primulaceae,H,800,2500,,,1060,2400,1100,2400,1000,2500,800,1800,,
Lysimachia_assamica,Lysimachia,Primulaceae,H,2000,2000,2000,2000,,,,,,,,,,
Lysimachia_chenopodioides,Lysimachia,Primulaceae,H,1800,3100,,,1800,2600,2000,3100,2000,2000,2000,3000,2000,3000
Lysimachia_congestiflora,Lysimachia,Primulaceae,H,100,2130,100,2130,100,2130,1600,2100,,,,,,
Lysimachia_debilis,Lysimachia,Primulaceae,H,100,2900,1500,2000,1200,2900,1200,2900,1500,2500,,,1500,2500
